loan_id,customer_id,branch_id,loan_type_id,disbursement_date,due_date,loan_amount,interest_rate,emi_amount,paid_amount,outstanding_balance,loan_status,default_flag
L11168,C0825,B008,1,05-05-23,03-05-28,901804,8.65,8266.54,621814.24,279989.76,Closed,No
L11169,C0789,B005,1,06-03-22,05-03-25,4545944,9.92,41671.15,2123993.58,2421950.42,Active,No
L11170,C1242,B022,4,06-08-23,05-08-27,542950,8.71,4977.04,384096.8,158853.2,Active,No
L11171,C0658,B019,3,27-07-23,26-07-26,1675891,12.08,15362.33,1254279.93,421611.07,Closed,No
L11172,C0262,B019,5,06-02-23,04-02-32,4680707,13.6,42906.48,3164977.95,1515729.05,Active,No
L11173,C1009,B027,6,22-06-22,22-06-23,3497592,13.96,32061.26,746115.09,2751476.91,Active,No
L11174,C1131,B030,3,05-04-24,05-04-26,3812638,13.04,34949.18,3378901.56,433736.44,Active,No
L11175,C1154,B023,6,21-07-22,19-07-30,1180415,8.41,10820.47,1162622.2,17792.8,Closed,No
L11176,C0653,B030,5,28-03-23,27-03-27,1876887,12.96,17204.8,1203919.01,672967.99,Active,No
L11177,C1145,B010,5,02-04-24,31-03-32,2258106,12.81,20699.31,883826.95,1374279.05,Defaulted,Yes
L11178,C0640,B012,1,29-06-22,26-06-32,4162223,9.76,38153.71,2383457.36,1778765.64,Active,No
L11179,C0979,B013,3,27-07-23,25-07-29,2160174,10.77,19801.6,680603.73,1479570.27,Active,No
L11180,C0626,B013,5,01-06-24,31-05-30,4118873,11.03,37756.34,3304363.96,814509.04,Closed,No
L11181,C0503,B009,1,22-04-23,20-04-29,4383591,15.08,40182.92,3391372.15,992218.85,Closed,No
L11182,C0959,B002,6,28-05-22,27-05-27,395572,12.6,3626.08,272210.87,123361.13,Closed,No
L11183,C0434,B022,3,25-03-24,23-03-34,4464457,13.52,40924.19,1636991.8,2827465.2,Active,No
L11184,C0691,B029,2,23-05-23,21-05-28,810584,12.8,7430.35,361221.0,449363.0,Active,No
L11185,C0808,B023,4,23-04-22,22-04-27,497658,11.05,4561.87,328430.21,169227.79,Active,No
L11186,C0393,B016,1,14-09-23,12-09-31,204940,13.5,1878.62,199186.66,5753.34,Active,No
L11187,C1407,B029,1,06-10-22,06-10-23,1777041,13.5,16289.54,743880.43,1033160.57,Active,No
L11188,C1231,B014,3,17-06-24,16-06-30,4837585,12.05,44344.53,4451055.93,386529.07,Active,No
L11189,C1051,B011,1,21-10-22,19-10-29,1581912,9.08,14500.86,1230045.72,351866.28,Closed,No
L11190,C0948,B028,5,19-05-23,18-05-25,4269247,12.68,39134.76,1384734.46,2884512.54,Active,No
L11191,C0621,B012,6,04-06-23,02-06-30,4630533,12.29,42446.55,1825332.34,2805200.66,Active,No
L11192,C0809,B003,1,18-08-22,15-08-32,4685535,12.12,42950.74,3919334.37,766200.63,Active,No
L11193,C0568,B005,6,17-06-23,15-06-31,4439988,12.7,40699.89,3590244.09,849743.91,Defaulted,Yes
L11194,C0070,B018,2,31-05-24,31-05-25,4566669,7.94,41861.13,3615505.2,951163.8,Closed,No
L11195,C0990,B028,1,31-01-22,30-01-27,4111708,8.84,37690.66,3563303.58,548404.42,Active,No
L11196,C0497,B014,2,29-04-23,27-04-30,3461812,14.59,31733.28,2338529.75,1123282.25,Active,No
L11197,C0265,B027,4,08-10-22,06-10-31,2400653,13.84,22005.99,906076.3,1494576.7,Closed,No
L11198,C1202,B005,4,19-06-23,18-06-26,2982379,11.38,27338.47,1448421.55,1533957.45,Active,No
L11199,C0414,B030,4,15-04-23,14-04-24,3857922,9.42,35364.29,1407578.12,2450343.88,Closed,No
L11200,C0762,B012,1,10-03-23,08-03-31,3118029,9.26,28581.93,716566.87,2401462.13,Closed,No
L11201,C0643,B027,1,14-08-23,12-08-31,1214478,15.1,11132.72,866742.82,347735.18,Closed,No
L11202,C0936,B009,5,24-04-23,22-04-28,818586,9.58,7503.71,497614.05,320971.95,Active,No
L11203,C0249,B003,3,04-01-24,03-01-25,1584308,12.71,14522.82,591007.93,993300.07,Defaulted,Yes
L11204,C1275,B004,6,29-11-23,26-11-33,4162494,13.33,38156.19,4072803.2,89690.8,Active,No
L11205,C1078,B008,2,29-03-23,27-03-30,3037308,14.05,27841.99,2437307.07,600000.93,Defaulted,Yes
L11206,C0891,B019,5,07-05-23,05-05-31,236852,14.47,2171.14,98088.34,138763.66,Active,No
L11207,C0684,B009,4,06-08-22,05-08-25,2580312,8.56,23652.86,1584361.15,995950.85,Closed,No
L11208,C1253,B008,5,24-02-22,22-02-31,1713254,11.49,15704.83,381754.61,1331499.39,Active,No
L11209,C0321,B026,1,03-01-23,02-01-27,3675236,9.56,33689.66,2162183.68,1513052.32,Active,No
L11210,C0182,B005,2,22-11-23,20-11-31,1567312,14.56,14367.03,1319720.86,247591.14,Active,No
L11211,C1152,B017,4,28-02-22,28-02-23,4398215,9.1,40316.97,3974516.5,423698.5,Active,No
L11212,C1488,B015,4,10-10-22,09-10-26,2708772,13.58,24830.41,1670526.99,1038245.01,Defaulted,Yes
L11213,C0803,B011,2,20-12-23,18-12-29,1997880,12.23,18313.9,1728772.75,269107.25,Active,No
L11214,C1390,B007,5,19-07-23,16-07-33,2761128,7.62,25310.34,2113380.39,647747.61,Closed,No
L11215,C1042,B014,4,14-02-22,12-02-30,2779835,10.55,25481.82,904154.87,1875680.13,Active,No
L11216,C1162,B007,1,24-02-23,23-02-27,2359876,11.24,21632.2,516577.6,1843298.4,Active,No
L11217,C1498,B025,4,28-02-24,27-02-28,467905,12.41,4289.13,369315.12,98589.88,Active,No
L11218,C0547,B002,2,02-10-22,01-10-24,2398922,9.34,21990.12,2196187.36,202734.64,Active,No
L11219,C0958,B009,2,10-09-22,08-09-31,4468960,15.17,40965.47,1569337.75,2899622.25,Closed,No
L11220,C0179,B015,6,02-10-22,30-09-30,1535312,14.53,14073.69,1275285.5,260026.5,Closed,No
L11221,C1060,B023,3,15-03-23,13-03-30,2856753,12.2,26186.9,1481865.27,1374887.73,Active,No
L11222,C0533,B027,4,08-05-22,07-05-26,4676971,10.52,42872.23,1244989.01,3431981.99,Active,No
L11223,C0923,B025,5,16-01-24,14-01-30,606271,8.23,5557.48,294291.18,311979.82,Active,No
L11224,C0310,B025,6,16-02-22,14-02-30,3251363,10.53,29804.16,2320062.75,931300.25,Active,No
L11225,C0372,B021,6,30-01-23,28-01-30,3033414,10.99,27806.3,1456525.0,1576889.0,Active,No
L11226,C0145,B030,5,29-06-22,27-06-30,3670946,10.95,33650.34,2759393.81,911552.19,Closed,No
L11227,C0491,B030,3,07-04-22,07-04-23,1194157,10.06,10946.44,1135981.85,58175.15,Active,No
L11228,C0215,B024,6,01-06-24,30-05-32,4113705,11.53,37708.96,830550.4,3283154.6,Active,No
L11229,C0371,B018,2,15-05-23,14-05-27,3527503,8.62,32335.44,1855382.44,1672120.56,Active,No
L11230,C0998,B024,6,23-01-24,22-01-28,4382565,11.26,40173.51,1716351.18,2666213.82,Active,No
L11231,C0315,B028,1,31-03-22,29-03-29,4871875,7.52,44658.85,1296918.21,3574956.79,Active,No
L11232,C1288,B028,5,28-12-22,27-12-25,2606508,15.09,23892.99,2221099.05,385408.95,Closed,No
L11233,C0581,B018,2,30-10-23,28-10-30,617678,10.45,5662.05,155657.19,462020.81,Active,No
L11234,C1319,B015,5,07-12-22,06-12-26,808474,14.46,7411.01,249623.55,558850.45,Defaulted,Yes
L11235,C0978,B004,3,05-06-23,03-06-30,692025,9.37,6343.56,493771.31,198253.69,Defaulted,Yes
L11236,C1381,B012,6,03-05-23,02-05-26,332963,12.51,3052.16,228588.57,104374.43,Active,No
L11237,C0172,B015,4,10-04-23,09-04-26,547355,11.39,5017.42,370396.19,176958.81,Active,No
L11238,C1450,B016,6,06-08-22,04-08-29,4524816,14.36,41477.48,3467342.2,1057473.8,Active,No
L11239,C0499,B004,5,19-02-24,16-02-33,891408,9.47,8171.24,872679.66,18728.34,Defaulted,Yes
L11240,C0568,B030,2,26-01-23,24-01-31,3045159,11.57,27913.96,2342508.46,702650.54,Closed,No
L11241,C0620,B012,2,29-08-22,27-08-30,4778372,10.69,43801.74,4715165.72,63206.28,Active,No
L11242,C0113,B003,2,23-04-22,21-04-30,2247269,9.92,20599.97,644568.11,1602700.89,Closed,No
L11243,C0203,B014,4,09-07-22,08-07-24,3128552,9.94,28678.39,2970048.59,158503.41,Active,No
L11244,C0198,B002,5,14-05-22,12-05-28,1525208,14.04,13981.07,1188336.95,336871.05,Active,No
L11245,C1464,B010,2,08-04-23,07-04-24,2728449,10.77,25010.78,1439720.6,1288728.4,Active,No
L11246,C0548,B008,3,29-03-23,26-03-32,1008961,13.86,9248.81,348377.19,660583.81,Closed,No
L11247,C1158,B018,6,30-05-24,29-05-31,2317176,14.61,21240.78,736200.98,1580975.02,Closed,No
L11248,C1389,B017,2,11-04-24,09-04-33,4895210,12.02,44872.76,2893152.7,2002057.3,Active,No
L11249,C1342,B026,5,12-08-23,11-08-25,1650940,8.2,15133.62,1241851.41,409088.59,Active,No
L11250,C1470,B007,5,02-11-23,01-11-26,1672955,11.55,15335.42,1174466.59,498488.41,Active,No
L11251,C1017,B007,1,10-04-23,09-04-27,3849507,10.02,35287.15,2273252.74,1576254.26,Closed,No
L11252,C0508,B008,5,14-01-22,13-01-28,2033801,14.57,18643.18,972420.7,1061380.3,Active,No
L11253,C1046,B013,2,28-01-22,28-01-23,1694097,15.09,15529.22,1522825.23,171271.77,Active,No
L11254,C1032,B017,5,15-06-24,13-06-33,329297,14.59,3018.56,187697.37,141599.63,Active,No
L11255,C1082,B007,4,10-02-23,08-02-31,3491753,9.84,32007.74,1365189.94,2126563.06,Closed,No
L11256,C0107,B008,3,20-11-23,17-11-33,1791396,9.67,16421.13,705787.32,1085608.68,Closed,No
L11257,C1349,B016,4,19-04-23,16-04-32,446650,7.58,4094.29,441307.28,5342.72,Closed,No
L11258,C0402,B018,2,02-03-23,29-02-28,4034674,14.1,36984.51,917795.34,3116878.66,Active,No
L11259,C0063,B026,2,13-07-22,11-07-28,213987,13.42,1961.55,117100.92,96886.08,Closed,No
L11260,C0922,B030,2,30-12-22,30-12-23,3270424,12.48,29978.89,1352840.04,1917583.96,Active,No
L11261,C0211,B018,5,21-03-23,18-03-32,4825753,7.65,44236.07,1425037.65,3400715.35,Active,No
L11262,C0173,B028,2,09-11-23,06-11-32,1308376,11.97,11993.45,718339.92,590036.08,Active,No
L11263,C1420,B013,6,28-07-23,26-07-30,3524654,8.87,32309.33,1158463.89,2366190.11,Closed,No
L11264,C0337,B006,4,02-06-22,31-05-29,1730896,11.04,15866.55,508515.57,1222380.43,Active,No
L11265,C0968,B021,2,18-01-23,16-01-29,2985976,11.31,27371.45,1126998.11,1858977.89,Active,No
L11266,C1480,B008,3,16-02-24,14-02-31,4359024,11.77,39957.72,2592783.54,1766240.46,Closed,No
L11267,C0700,B029,2,30-09-23,29-09-25,2104049,15.46,19287.12,1454941.06,649107.94,Active,No
L11268,C0644,B020,5,05-03-24,04-03-28,2240919,11.88,20541.76,2012396.39,228522.61,Active,No
L11269,C0074,B025,2,26-08-23,23-08-32,1879137,10.45,17225.42,1209226.28,669910.72,Closed,No
L11270,C1177,B027,3,16-04-24,14-04-34,2289908,12.82,20990.82,1291128.45,998779.55,Active,No
L11271,C0704,B025,5,15-09-22,13-09-28,1259894,10.52,11549.03,370790.23,889103.77,Closed,No
L11272,C0602,B029,5,01-08-23,31-07-25,4164761,13.79,38176.98,3758925.29,405835.71,Active,No
L11273,C1078,B025,1,27-08-23,24-08-32,186140,8.17,1706.28,60403.27,125736.73,Active,No
L11274,C0280,B019,3,18-09-22,16-09-31,399766,14.88,3664.52,226639.16,173126.84,Defaulted,Yes
L11275,C1002,B022,1,29-07-22,27-07-28,654558,12.98,6000.12,405438.34,249119.66,Active,No
L11276,C0413,B019,6,07-04-24,05-04-33,4204753,14.12,38543.57,1673722.56,2531030.44,Active,No
L11277,C0809,B003,5,12-04-22,10-04-31,2447350,9.8,22434.04,2185428.57,261921.43,Active,No
L11278,C0329,B030,3,21-02-24,19-02-29,1608443,9.76,14744.06,547169.6,1061273.4,Active,No
L11279,C1453,B016,6,10-07-23,08-07-31,1114943,11.0,10220.31,445873.07,669069.93,Closed,No
L11280,C0129,B027,2,10-09-22,08-09-29,932691,13.95,8549.67,809727.92,122963.08,Closed,No
L11281,C0047,B014,4,09-01-23,06-01-33,974182,13.62,8930.0,804831.36,169350.64,Closed,No
L11282,C0467,B023,3,11-04-24,10-04-31,1850907,9.31,16966.65,706995.26,1143911.74,Active,No
L11283,C0227,B030,2,14-03-22,13-03-27,4477558,7.76,41044.28,3557615.57,919942.43,Active,No
L11284,C1036,B019,3,02-12-23,30-11-28,1331067,7.92,12201.45,903679.29,427387.71,Active,No
L11285,C0986,B019,2,04-10-22,03-10-25,4175977,14.56,38279.79,3034528.19,1141448.81,Active,No
L11286,C1416,B010,1,23-02-24,20-02-33,570644,12.56,5230.9,344716.55,225927.45,Active,No
L11287,C1121,B029,6,09-08-23,07-08-28,2425707,11.45,22235.65,2188965.71,236741.29,Active,No
L11288,C1307,B007,4,30-07-22,28-07-31,3486126,8.41,31956.16,2521251.11,964874.89,Active,No
L11289,C1375,B003,1,13-06-23,11-06-29,663931,8.81,6086.03,526033.21,137897.79,Active,No
L11290,C1143,B024,2,05-02-24,04-02-26,771459,13.84,7071.71,357547.93,413911.07,Active,No
L11291,C1304,B020,2,21-08-22,19-08-29,2412381,9.54,22113.49,765172.74,1647208.26,Closed,No
L11292,C0105,B008,1,06-05-23,05-05-25,3323561,13.87,30465.98,2389269.75,934291.25,Active,No
L11293,C0063,B020,3,12-12-22,10-12-28,253440,12.84,2323.2,142021.17,111418.83,Active,No
L11294,C0437,B021,6,19-01-24,17-01-31,4231450,12.02,38788.29,2365598.19,1865851.81,Active,No
L11295,C0176,B026,2,09-04-22,09-04-23,3830298,9.76,35111.07,971521.39,2858776.61,Closed,No
L11296,C0963,B009,1,24-01-23,23-01-27,2671437,14.94,24488.17,1164507.71,1506929.29,Active,No
L11297,C0832,B020,5,13-09-23,12-09-27,4173838,9.93,38260.18,3763931.32,409906.68,Active,No
L11298,C1409,B015,3,20-03-23,19-03-26,2619534,7.52,24012.4,1772720.21,846813.79,Closed,No
L11299,C0410,B004,6,26-06-22,25-06-24,2699006,9.41,24740.89,1738256.54,960749.46,Defaulted,Yes
L11300,C0387,B005,1,26-07-22,25-07-24,1959210,10.94,17959.42,1706300.1,252909.9,Active,No
L11301,C0874,B010,6,03-05-23,02-05-24,3308460,9.22,30327.55,1049845.05,2258614.95,Active,No
L11302,C1208,B015,2,21-02-23,20-02-26,4636510,10.35,42501.34,2032072.96,2604437.04,Closed,No
L11303,C0222,B002,4,19-04-23,18-04-26,1668126,13.53,15291.16,661143.4,1006982.6,Active,No
L11304,C0382,B011,1,27-02-24,25-02-31,2667468,7.81,24451.79,855171.63,1812296.37,Defaulted,Yes
L11305,C0173,B013,3,28-11-23,27-11-27,3628085,10.29,33257.45,1484122.8,2143962.2,Active,No
L11306,C1240,B022,3,03-09-22,01-09-31,2207878,7.62,20238.88,1213927.78,993950.22,Defaulted,Yes
L11307,C1144,B016,5,13-05-23,12-05-25,625932,14.19,5737.71,568134.58,57797.42,Active,No
L11308,C0382,B020,6,15-04-23,14-04-26,394220,9.17,3613.68,269520.39,124699.61,Active,No
L11309,C0237,B029,3,16-07-22,15-07-25,1217851,13.41,11163.63,1022252.05,195598.95,Active,No
L11310,C0604,B023,2,05-02-24,04-02-27,2793028,9.8,25602.76,2324114.17,468913.83,Defaulted,Yes
L11311,C0204,B014,5,19-06-23,18-06-26,3442324,15.17,31554.64,1359555.44,2082768.56,Active,No
L11312,C0360,B016,1,27-01-23,25-01-32,4699870,10.77,43082.14,2934244.58,1765625.42,Defaulted,Yes
L11313,C0139,B024,6,13-11-23,12-11-27,3167043,10.88,29031.23,2976279.7,190763.3,Closed,No
L11314,C0457,B027,6,29-05-23,28-05-25,445105,13.36,4080.13,425621.23,19483.77,Active,No
L11315,C0993,B009,3,02-05-23,29-04-32,2373712,14.43,21759.03,1683570.5,690141.5,Active,No
L11316,C1446,B018,6,31-08-23,28-08-32,4715316,9.39,43223.73,2980437.1,1734878.9,Active,No
L11317,C0854,B006,6,09-11-22,07-11-28,4302492,13.25,39439.51,3800715.12,501776.88,Active,No
L11318,C0743,B013,3,27-10-22,25-10-30,744875,10.92,6828.02,223203.45,521671.55,Defaulted,Yes
L11319,C1060,B008,3,24-01-22,22-01-29,4736889,12.05,43421.48,4334786.57,402102.43,Active,No
L11320,C0669,B009,3,12-09-23,10-09-30,105231,13.48,964.62,52738.26,52492.74,Closed,No
L11321,C0374,B014,1,24-07-22,22-07-28,1727246,12.12,15833.09,787676.06,939569.94,Active,No
L11322,C1415,B002,3,31-01-24,29-01-31,1664108,8.57,15254.32,840033.92,824074.08,Defaulted,Yes
L11323,C1293,B013,1,15-02-22,14-02-25,3694226,10.77,33863.74,1850160.75,1844065.25,Active,No
L11324,C0982,B007,6,08-05-22,07-05-25,3306051,9.18,30305.47,1266406.51,2039644.49,Closed,No
L11325,C0037,B001,6,27-10-22,26-10-27,1625110,11.45,14896.84,1405859.64,219250.36,Active,No
L11326,C0648,B020,2,09-02-24,07-02-31,3452591,11.53,31648.75,3348819.07,103771.93,Closed,No
L11327,C0085,B030,6,11-07-23,08-07-33,3996390,7.87,36633.57,3486234.74,510155.26,Closed,No
L11328,C0783,B007,1,05-10-23,03-10-28,2836483,10.19,26001.09,940780.56,1895702.44,Closed,No
L11329,C0370,B006,6,10-10-23,08-10-29,3562374,10.49,32655.1,3333808.7,228565.3,Active,No
L11330,C1019,B011,4,27-11-22,25-11-30,956599,10.94,8768.82,839128.3,117470.7,Closed,No
L11331,C1025,B002,3,24-03-23,23-03-26,2338341,13.64,21434.79,1821575.61,516765.39,Closed,No
L11332,C0018,B029,4,16-10-23,15-10-26,1073875,8.49,9843.85,885015.13,188859.87,Active,No
L11333,C0872,B007,4,16-07-23,15-07-27,1544757,13.36,14160.27,569123.68,975633.32,Active,No
L11334,C1319,B009,6,12-07-23,09-07-32,3829092,13.97,35100.01,2458284.14,1370807.86,Active,No
L11335,C0696,B006,4,08-09-23,06-09-30,606941,15.18,5563.63,268127.68,338813.32,Active,No
L11336,C0311,B029,6,18-05-24,17-05-31,2419426,14.61,22178.07,1194035.16,1225390.84,Active,No
L11337,C1044,B022,1,06-11-23,04-11-28,1100970,7.85,10092.23,1007700.98,93269.02,Closed,No
L11338,C0588,B012,1,27-09-22,25-09-28,957555,14.72,8777.59,307983.61,649571.39,Active,No
L11339,C1325,B017,3,20-12-23,18-12-31,1679663,14.52,15396.91,820545.99,859117.01,Defaulted,Yes
L11340,C1068,B017,2,02-03-23,27-02-33,1546120,10.51,14172.77,572738.47,973381.53,Active,No
L11341,C0967,B020,6,28-02-22,26-02-29,3994840,10.77,36619.37,1190766.71,2804073.29,Active,No
L11342,C0733,B029,6,28-01-24,27-01-26,2590118,13.86,23742.75,1027861.48,1562256.52,Active,No
L11343,C0626,B008,3,23-08-23,20-08-33,2599718,10.59,23830.75,1488686.19,1111031.81,Active,No
L11344,C0466,B015,1,08-04-23,06-04-29,3956352,8.97,36266.56,3272240.82,684111.18,Active,No
L11345,C1335,B024,1,26-12-23,24-12-30,4292676,8.61,39349.53,1535176.56,2757499.44,Defaulted,Yes
L11346,C1300,B015,1,03-05-24,03-05-26,4108792,12.54,37663.93,3920665.66,188126.34,Active,No
L11347,C0996,B023,6,30-11-22,29-11-24,3454019,8.85,31661.84,2328790.51,1125228.49,Active,No
L11348,C0426,B029,2,12-05-23,11-05-25,1977465,12.92,18126.76,1062083.64,915381.36,Active,No
L11349,C0017,B001,4,29-01-22,27-01-31,4089315,9.5,37485.39,1658445.17,2430869.83,Defaulted,Yes
L11350,C1358,B004,6,16-06-22,15-06-25,3759210,9.27,34459.43,1187219.93,2571990.07,Defaulted,Yes
L11351,C0325,B001,5,20-08-23,17-08-32,204409,10.25,1873.75,184094.82,20314.18,Active,No
L11352,C0807,B022,2,05-08-22,04-08-26,616495,13.06,5651.2,312198.26,304296.74,Closed,No
L11353,C0749,B023,2,10-01-23,10-01-24,1785674,12.66,16368.68,1654358.98,131315.02,Active,No
L11354,C0885,B026,3,20-05-22,18-05-30,2277116,8.61,20873.56,595180.21,1681935.79,Closed,No
L11355,C0049,B024,4,13-08-22,11-08-30,3720504,10.07,34104.62,1616669.61,2103834.39,Active,No
L11356,C1431,B015,3,26-09-23,24-09-29,903278,10.04,8280.05,896280.83,6997.17,Defaulted,Yes
L11357,C1301,B014,2,14-11-22,11-11-32,224697,7.85,2059.72,97573.96,127123.04,Active,No
L11358,C0365,B013,2,03-01-23,01-01-29,3748607,12.26,34362.23,1797081.54,1951525.46,Active,No
L11359,C0060,B015,3,12-10-22,10-10-30,1784366,11.27,16356.69,1665880.97,118485.03,Active,No
L11360,C0036,B028,4,08-02-23,08-02-24,3365847,8.35,30853.6,869620.59,2496226.41,Active,No
L11361,C1092,B018,3,22-11-22,21-11-25,3331310,13.74,30537.01,1837836.45,1493473.55,Active,No
L11362,C0787,B019,6,30-09-22,29-09-25,4241712,15.16,38882.36,2673391.47,1568320.53,Active,No
L11363,C0768,B010,6,23-09-23,22-09-27,295161,11.64,2705.64,228535.49,66625.51,Closed,No
L11364,C0380,B019,3,10-06-22,09-06-26,4805608,14.38,44051.41,3769420.78,1036187.22,Closed,No
L11365,C1453,B006,4,08-02-22,08-02-23,215245,9.17,1973.08,74667.07,140577.93,Active,No
L11366,C1429,B018,3,12-11-22,09-11-32,1618011,10.01,14831.77,740515.04,877495.96,Defaulted,Yes
L11367,C0258,B013,3,23-03-24,22-03-29,425842,11.38,3903.55,366265.92,59576.08,Active,No
L11368,C0963,B021,3,11-04-24,09-04-33,4708575,13.59,43161.94,1907794.48,2800780.52,Active,No
L11369,C0357,B023,6,25-02-23,23-02-32,3115461,12.69,28558.39,1150728.92,1964732.08,Defaulted,Yes
L11370,C1233,B025,2,18-01-23,16-01-30,1536510,10.66,14084.68,859786.25,676723.75,Defaulted,Yes
L11371,C1322,B001,1,20-12-22,20-12-23,2635945,9.32,24162.83,1589734.89,1046210.11,Closed,No
L11372,C1030,B030,4,28-03-22,28-03-23,3930025,9.77,36025.23,2940069.21,989955.79,Defaulted,Yes
L11373,C0901,B018,4,17-03-24,16-03-28,4520895,13.81,41441.54,3346683.68,1174211.32,Defaulted,Yes
L11374,C0704,B019,4,12-04-23,11-04-27,4294415,9.25,39365.47,1081908.46,3212506.54,Active,No
L11375,C0649,B029,6,27-06-23,24-06-33,863619,11.11,7916.51,380865.38,482753.62,Closed,No
L11376,C0165,B011,3,15-12-23,14-12-26,1814140,9.53,16629.62,864959.76,949180.24,Closed,No
L11377,C0674,B018,6,23-12-22,21-12-28,4145797,9.23,38003.14,2306266.52,1839530.48,Active,No
L11378,C0292,B006,4,24-04-24,23-04-31,312456,10.42,2864.18,290571.5,21884.5,Closed,No
L11379,C1331,B008,6,19-10-23,16-10-32,4446549,8.41,40760.03,1352459.05,3094089.95,Defaulted,Yes
L11380,C1221,B007,2,14-02-24,11-02-33,2350696,12.33,21548.05,1006322.87,1344373.13,Defaulted,Yes
L11381,C1381,B002,3,22-12-22,21-12-26,2945777,13.49,27002.96,1650605.03,1295171.97,Active,No
L11382,C0344,B005,2,29-04-23,26-04-33,4807435,10.42,44068.15,3883121.72,924313.28,Closed,No
L11383,C0557,B014,1,26-09-23,25-09-24,1919772,14.16,17597.91,1597304.18,322467.82,Closed,No
L11384,C0096,B026,3,20-03-23,17-03-32,1050559,15.03,9630.12,1033316.36,17242.64,Active,No
L11385,C0132,B022,3,25-01-23,23-01-30,4348521,14.67,39861.44,2886105.58,1462415.42,Active,No
L11386,C0458,B001,5,09-10-22,08-10-24,4224407,8.53,38723.73,1458387.64,2766019.36,Active,No
L11387,C0498,B021,5,01-12-23,29-11-31,786587,8.48,7210.38,528006.83,258580.17,Active,No
L11388,C0434,B016,6,30-03-24,28-03-32,1317579,8.97,12077.81,1114396.15,203182.85,Closed,No
L11389,C0064,B017,3,26-07-22,26-07-23,197177,12.68,1807.46,167551.67,29625.33,Active,No
L11390,C0828,B015,3,11-02-22,11-02-24,4408432,12.75,40410.63,2090635.18,2317796.82,Active,No
L11391,C0993,B021,4,14-02-23,11-02-33,751666,14.66,6890.27,168890.01,582775.99,Defaulted,Yes
L11392,C1281,B019,4,15-05-24,15-05-26,4360074,12.39,39967.35,3648873.8,711200.2,Active,No
L11393,C1126,B024,2,03-12-23,30-11-32,4412148,9.44,40444.69,1182788.47,3229359.53,Active,No
L11394,C0285,B024,1,11-04-23,09-04-31,3602472,12.09,33022.66,2738572.28,863899.72,Active,No
L11395,C0326,B004,3,06-08-23,05-08-25,4221610,11.9,38698.09,899873.91,3321736.09,Closed,No
L11396,C1237,B016,6,28-03-22,25-03-32,4644240,7.91,42572.2,2025902.17,2618337.83,Closed,No
L11397,C1278,B028,4,21-05-23,20-05-26,2481081,15.36,22743.24,2118604.46,362476.54,Active,No
L11398,C1341,B003,3,26-01-24,24-01-29,1660442,9.24,15220.72,659376.3,1001065.7,Active,No
L11399,C1370,B027,5,04-02-22,03-02-25,253581,9.18,2324.49,216598.46,36982.54,Active,No
L11400,C0213,B010,4,25-12-22,23-12-31,3827597,10.2,35086.31,3133809.97,693787.03,Active,No
L11401,C0875,B027,1,14-01-24,12-01-29,2246641,8.89,20594.21,1529332.1,717308.9,Active,No
L11402,C0075,B004,3,09-05-23,06-05-32,1381196,14.13,12660.96,675641.87,705554.13,Active,No
L11403,C0482,B024,6,20-03-23,17-03-33,934516,7.7,8566.4,900814.07,33701.93,Active,No
L11404,C1021,B026,1,18-07-22,17-07-26,3564517,15.03,32674.74,1081641.01,2482875.99,Active,No
L11405,C1163,B013,6,30-07-22,27-07-32,4457351,10.31,40859.05,3231479.44,1225871.56,Closed,No
L11406,C0319,B028,3,26-10-22,26-10-23,3377761,10.09,30962.81,2292118.15,1085642.85,Active,No
L11407,C0865,B030,3,10-11-23,08-11-30,527354,8.14,4834.08,496706.6,30647.4,Active,No
L11408,C1463,B016,6,11-06-23,09-06-28,3895591,12.39,35709.58,3081706.44,813884.56,Active,No
L11409,C0741,B027,3,30-11-23,29-11-27,707630,12.48,6486.61,572201.43,135428.57,Active,No
L11410,C0900,B007,4,08-05-22,07-05-27,3076048,14.67,28197.11,2035315.76,1040732.24,Closed,No
L11411,C0962,B002,6,20-03-24,20-03-26,2840002,12.53,26033.35,2270133.73,569868.27,Active,No
L11412,C0006,B021,3,28-09-23,27-09-24,1425476,14.03,13066.86,1145098.62,280377.38,Active,No
L11413,C0219,B024,6,08-03-23,06-03-30,3372009,10.39,30910.08,886855.09,2485153.91,Closed,No
L11414,C0106,B026,3,18-10-22,18-10-23,1743224,9.92,15979.55,1148325.91,594898.09,Closed,No
L11415,C0239,B005,1,11-11-22,10-11-26,1499220,15.21,13742.85,404454.03,1094765.97,Active,No
L11416,C0450,B007,4,31-01-23,29-01-29,1323434,10.89,12131.48,715155.42,608278.58,Active,No
L11417,C0006,B015,3,06-09-22,05-09-27,3714700,8.66,34051.42,2426262.68,1288437.32,Closed,No
L11418,C1422,B019,2,26-11-22,25-11-25,3009605,13.72,27588.05,1001343.4,2008261.6,Active,No
L11419,C1130,B002,6,15-10-22,13-10-30,788994,8.65,7232.45,362551.86,426442.14,Active,No
L11420,C1117,B018,5,08-12-22,06-12-28,3734659,7.64,34234.37,769299.11,2965359.89,Active,No
L11421,C1375,B026,3,26-10-23,25-10-25,1091546,15.46,10005.84,991687.3,99858.7,Closed,No
